NodeID_1,intersection
0054493,Wilder Avenue and East 241st Street
0054494,Barnes Avenue and East 241st Street
0054495,Cranford Avenue and Barnes Avenue
0054496,St. Ouen Street and Barnes Avenue
0054497,Penfield Street and Barnes Avenue
0054498,Cranford Avenue and Osman Place
0054499,Cranford Avenue and Hoxie Street
0054500,Wilder Avenue and Cranford Avenue
0054501,Wilder Avenue and St. Ouen Street
0054502,Penfield Street and Wilder Avenue
0054503,Murdock Avenue and Penfield Street
0054504,East 242nd Street and Murdock Avenue
0054505,White Plains Road and East 243rd Street
0054506,White Plains Road
0054507,East 242nd Street and Barnes Avenue
0054508,Barnes Avenue and East 243rd Street
0054509,Barnes Avenue
0054510,Wilder Avenue and East 242nd Street
0054511,Wilder Avenue
0054512,Murdock Avenue
0054513,Schieffelin Place and East 225th Street
0054514,East 223rd Street and Needham Avenue
0054515,Needham Avenue and East 224th Street
0054518,Schieffelin Avenue and East 226th Drive
0054520,East 229th Street and East 229th Drive North
0054521,Schieffelin Avenue and East 229th Street
0054522,East 229th Street and Schieffelin Place
0054523,Grenada Place and East 231st Street
0054524,East 229th Street and East 229th Drive South
0054525,Grenada Place and Ely Avenue
0054526,Grenada Place and Grace Avenue
0054528,Grenada Place and Edson Avenue
0054531,Strang Avenue at Ely Avenue and East 233rd Street
0054532,Ely Avenue and East 232nd Street
0054533,Strang Avenue and Grace Avenue
0054534,East 233rd Street and Grace Avenue
0054535,Strang Avenue and Edson Avenue
0054536,East 233rd Street and Edson Avenue
0054537,Strang Avenue and Baychester Avenue
0054538,East 233rd Street at Grenada Place and Baychester Avenue
0054539,Edenwald Avenue and Edson Avenue
0054540,Edenwald Avenue and Baychester Avenue
0054541,De Reimer Avenue and Edenwald Avenue
0054542,Wilder Avenue and Edenwald Avenue
0054543,Bussing Avenue and Baychester Avenue
0054544,De Reimer Avenue and Bussing Place
0054545,De Reimer Avenue and Bussing Avenue
0054546,Wilder Avenue at Bussing Place and Bussing Avenue
0054547,Murdock Avenue and Bussing Avenue
0054548,Baychester Avenue and Pitman Avenue
0054549,Pitman Avenue and De Reimer Avenue
0054550,Wilder Avenue and Pitman Avenue
0054551,Murdock Avenue and Pitman Avenue
0054552,De Reimer Avenue and Nereid Avenue
0054553,Wilder Avenue and Camp Street
0054554,Wilder Avenue and Nereid Avenue
0054555,East 241st Street and Murdock Avenue
0054556,Nereid Avenue and Murdock Avenue
0054557,Hill Avenue and Nereid Avenue
0054558,Cranford Avenue and Murdock Avenue
0054560,East 242nd Street
0054561,Hill Avenue
0054562,Cranford Avenue and Hill Avenue
0054563,East 241st Street and Hill Avenue
0054564,Cranford Avenue and Monticello Avenue
0054565,Monticello Avenue
0054566,East 241st Street and Monticello Avenue
0054567,Seton Avenue
0054568,Seton Avenue and Cranford Avenue
0054569,Seton Avenue and East 241st Street
0054571,Ely Avenue
0054572,Ely Avenue and Boston Road
0054573,Needham Avenue at Grace Avenue and East 229th Street
0054574,Grace Avenue and Boston Road
0054575,Needham Avenue and Edson Avenue
0054576,Boston Road and Edson Avenue
0054577,Baychester Avenue and Needham Avenue
0054578,Baychester Avenue and Boston Road
0054579,Needham Avenue and De Reimer Avenue
0054580,Crawford Avenue and Baychester Avenue
0054581,De Reimer Avenue
0054583,Crawford Avenue and Palmer Avenue
0054584,Baychester Avenue and Schieffelin Avenue
0054585,Strang Avenue and De Reimer Avenue
0054586,De Reimer Avenue and East 233rd Street
0054587,Wilder Avenue and Strang Avenue
0054588,Wilder Avenue and East 233rd Street
0054589,Strang Avenue and Murdock Avenue
0054590,East 233rd Street and Murdock Avenue
0054591,Strang Avenue and Hill Avenue
0054592,Hill Avenue and East 233rd Street
0054593,Strang Avenue and Monticello Avenue
0054594,Edenwald Avenue and Murdock Avenue
0054595,Hill Avenue and Edenwald Avenue
0054596,Edenwald Avenue and Monticello Avenue
0054597,Hill Avenue and Bussing Avenue
0054598,Monticello Avenue and Bussing Avenue
0054599,Seton Avenue and Bussing Avenue
0054600,Seton Avenue and Edenwald Avenue
0054601,Edenwald Avenue
0054602,Pitman Avenue and Hill Avenue
0054603,Pitman Avenue and Monticello Avenue
0054605,Mundy Lane at Pitman Avenue and Seton Avenue
0054607,Monticello Avenue and Nereid Avenue
0054608,Seton Avenue and Nereid Avenue
0054609,Mundy Lane and Nereid Avenue
0054611,Cranford Avenue and Mundy Lane
0054613,Mundy Lane and East 241st Street
0054614,Boston Road and De Reimer Avenue
0054615,De Reimer Avenue
0054617,Palmer Avenue and Boston Road
0054618,Boston Road and Boller Avenue
0054619,Boller Avenue and Boston Road
0054622,Hunter Avenue
0054623,Needham Avenue and Palmer Avenue
0054624,Marolla Place at Crawford Avenue and Boller Avenue
0054625,Needham Avenue and Boller Avenue
0054626,Needham Avenue and Pratt Avenue
0054627,Pratt Avenue and Marolla Place
0054630,Pratt Avenue at Conner Street and Amundson Avenue
0054631,East 233rd Street and Monticello Avenue
0054632,Seton Avenue and East 233rd Street
0054633,Amundson Avenue and East 233rd Street
0054634,East 233rd Street at Pratt Avenue and Duryea Avenue
0054635,Seton Avenue and Strang Avenue
0054636,Amundson Avenue
0054637,Strang Avenue and Amundson Avenue
0054638,Nuvern Avenue and Duryea Avenue
0054639,Duryea Avenue
0054640,Strang Avenue and Duryea Avenue
0054641,Nuvern Avenue and Bell Avenue
0054642,Strang Avenue and Bell Avenue
0054651,Abbot Street
0054653,Abbot Street and Baldwin Street
0054654,Bradley Street
0054657,Baldwin Street and Bradley Street
0054659,Baldwin Street
0056823,Miles Avenue and Emerson Avenue
0056824,Schley Avenue and Buttrick Avenue
0056825,Randall Avenue and Buttrick Avenue
0056826,Randall Avenue and Balcom Avenue
0056828,Harding Avenue and Emerson Avenue
0056829,Emerson Avenue
0056830,Schurz Avenue and Emerson Avenue
0056831,Harding Avenue and Hosmer Avenue
0056832,Schurz Avenue and Hosmer Avenue
0056833,Robinson Avenue and Harding Avenue
0056834,Schurz Avenue and Robinson Avenue
0056835,Harding Avenue and Davis Avenue
0056836,Robinson Avenue
0056837,Schurz Avenue and Davis Avenue
0056838,Miles Avenue and Hosmer Avenue
0056839,Miles Avenue and Robinson Avenue
0056840,Miles Avenue and Davis Avenue
0056841,Miles Avenue and Buttrick Avenue
0056842,Miles Avenue and Graff Avenue
0056843,Sampson Avenue and Balcom Avenue
0056844,Schley Avenue and Balcom Avenue
0056845,Balcom Avenue and Dewey Avenue
0056846,Randall Avenue and East 177th Street
0056847,Quincy Avenue and Cross Bx Service Road North
0056849,Randall Avenue and Cross Bx Service Road North
0056850,Randall Avenue and Calhoun Avenue
0056858,Harding Avenue and Buttrick Avenue
0056859,Schurz Avenue and Buttrick Avenue
0056860,Buttrick Avenue
0056861,Schurz Avenue and Graff Avenue
0056862,Schurz Avenue and Balcom Avenue
0056864,Schurz Avenue and Huntington Avenue
0056865,Miles Avenue and Balcom Avenue
0056867,Graff Avenue and Harding Avenue
0056868,Balcom Avenue and Lawton Avenue
0056869,Miles Avenue and Huntington Avenue
0056870,Balcom Avenue and Harding Avenue
0056871,Huntington Avenue and Lawton Avenue
0056872,Huntington Avenue and Harding Avenue
0056873,Lawton Avenue and Brinsmade Avenue
0056875,Sampson Avenue and Huntington Avenue
0056876,Sampson Avenue and Brinsmade Avenue
0056877,Miles Avenue and Brinsmade Avenue
0056878,Sampson Avenue and Swinton Avenue
0056879,Sampson Avenue and Quincy Avenue
0056880,Swinton Avenue and Miles Avenue
0056881,Dewey Avenue and Swinton Avenue
0056882,Dewey Avenue and Quincy Avenue
0056883,Calhoun Avenue and Dewey Avenue
0056884,Cross Bx Service Road North and Calhoun Avenue
0056885,East 177th Street and Schley Avenue
0056886,Lamport Place and Cross Bx Service Road North
0056887,East 177th Street and Calhoun Avenue
0056888,Revere Avenue and Lamport Place
0056889,Revere Avenue and Roosevelt Avenue
0056890,Revere Avenue at Cross Bx Exwy Nb Exit 11 and Cross Bx Service Road North
0056891,Schley Avenue and Cross Bx Service Road North
0056892,East 177th Street and Revere Avenue
0056894,East Tremont Avenue and Schley Avenue
0056895,East Tremont Avenue and Lamport Place
0056907,Schurz Avenue and Brinsmade Avenue
0056908,Swinton Avenue and Schurz Avenue
0056909,Calhoun Avenue
0056910,Schurz Avenue and Calhoun Avenue
0056911,Harding Avenue and Brinsmade Avenue
0056912,Swinton Avenue and Lawton Avenue
0056913,Swinton Avenue and Harding Avenue
0056914,Swinton Avenue and Collis Place
0056915,Quincy Avenue and Lawton Avenue
0056916,Quincy Avenue and Harding Avenue
0056917,Calhoun Avenue and Harding Avenue
0056918,Calhoun Avenue and Collis Place
0056919,Revere Avenue and Harding Avenue
0056920,Quincy Avenue and Miles Avenue
0056921,Calhoun Avenue and Miles Avenue
0056922,Calhoun Avenue and Lawton Avenue
0056923,Revere Avenue and Miles Avenue
0056924,Revere Avenue and Lawton Avenue
0056925,East Tremont Avenue and Gerber Place
0056926,East Tremont Avenue and Miles Avenue
0056927,Revere Avenue and Dewey Avenue
0056928,Sampson Avenue and Calhoun Avenue
0056929,Dewey Avenue and East 177th Street
0056930,Dewey Avenue and East Tremont Avenue
0056931,Revere Avenue and Sampson Avenue
0056932,East Tremont Avenue and East 177th Street
0056933,Sampson Avenue and East Tremont Avenue
0056935,Cross Bx Service Road North and Logan Avenue
0056936,East 177th Street and Sampson Avenue
0056937,Cross Bx Service Road North and East Tremont Avenue
0056938,Schley Avenue and Edison Avenue
0056939,Cross Bx Service Road North at Dewey Avenue and Edison Avenue
0056940,Schley Avenue and Logan Avenue
0056942,Dewey Avenue and Logan Avenue
0056943,Hollywood Avenue and Dewey Avenue
0056944,Throgs Neck Exwy Service Road and Hollywood Avenue
0056950,Revere Avenue and Schurz Avenue
0056951,East Tremont Avenue and Milton Place
0056952,East Tremont Avenue and Harding Avenue
0056953,Silver Beach Place and East Tremont Avenue
0056954,Schurz Avenue and East Tremont Avenue
0056955,Silver Beach Place and Hollywood Avenue
0056956,Harding Avenue and Hollywood Avenue
0056957,Schurz Avenue and Hollywood Avenue
0056958,East Tremont Avenue and Lawton Avenue
0056959,Miles Avenue and Logan Avenue
0056960,Lawton Avenue and Logan Avenue
0056961,Miles Avenue and Hollywood Avenue
0056962,Milton Place and Hollywood Avenue
0056963,Hollywood Avenue and Lawton Avenue
0056964,Logan Avenue and Gerber Place
0056965,East 177th Street and Logan Avenue
0056966,Hollywood Avenue and Cross Bx Service Road North
0056967,East 177th Street and Hollywood Avenue
0056969,East 177th Street and Miles Avenue
0056982,Hollywood Avenue and Sunset Trail
0056983,Linden Avenue and Aster Place
0056984,Balsam Place and Linden Avenue
0056985,Sunset Trail and Linden Avenue
0056988,Throgs Neck Boulevard and Sunset Trail
0056989,Throgs Neck Boulevard and Chaffee Avenue
0056992,Chaffee Avenue and Maple Avenue
0056993,Chaffee Avenue and Oak Avenue
0056994,Catalpa Place and Linden Avenue
0056995,Schurz Avenue and Linden Avenue
0056996,Throgs Neck Boulevard and Harding Avenue
0056997,Throgs Neck Boulevard and Silver Beach Place
0056998,Throgs Neck Boulevard and Schurz Avenue
0056999,Harding Avenue and Kearney Avenue
0057000,Schurz Avenue and Maple Avenue
0057001,Schurz Avenue and Kearney Avenue
0057002,Schurz Avenue and Oak Avenue
0057003,Harding Avenue and Meagher Avenue
0057004,Oak Avenue and Balsam Place
0057005,Oak Avenue and Aster Place
0057007,Schurz Avenue and Meagher Avenue
0057008,Throgs Neck Boulevard and Lawton Avenue
0057009,Throgs Neck Boulevard and Milton Place
0057010,East 177th Street and Kearney Avenue
0057011,Lawton Avenue and Kearney Avenue
0057012,East 177th Street and Meagher Avenue
0057014,Lawton Avenue and Meagher Avenue
0057017,Lawton Avenue at Pennyfield Avenue and East 177th Street
0057019,Throgs Neck Exwy Service Road at Lawton Avenue and Prentiss Avenue
0057021,Meagher Avenue and Adee Avenue
0057025,Throgs Neck Exwy Service Road and Miles Avenue
0057026,Throgs Neck Exwy Service Road and Meagher Avenue
0057027,Pennyfield Avenue and Adee Avenue
0057028,13th Avenue and Adee Avenue
0057029,Miles Avenue and Pennyfield Avenue
0057030,Pennyfield Avenue and 13th Avenue
0057031,Twelfth Avenue and Adee Avenue
0057033,Throgs Neck Exwy Service Road and Pennyfield Avenue
0057034,Twelfth Avenue and Pennyfield Avenue
0057035,Wissman Avenue and Throgs Neck Exwy Service Road
0057036,Prentiss Avenue
0057037,Prentiss Avenue and Miles Avenue
0057038,Prentiss Avenue and Wissman Avenue
0057039,Reynolds Avenue and Edge Street
0057042,Pennyfield Avenue and Seventh Avenue
0057043,Pennyfield Avenue and First Avenue
0057045,Pennyfield Avenue and Fifth Avenue
0057046,Pennyfield Avenue and Third Avenue
0057048,Ninth Avenue at Prentiss Avenue and Adee Avenue
0057050,Seventh Avenue at Sampson Avenue and Ninth Avenue
0057051,First Avenue and Dock Street
0057052,Dock Street and Second Avenue
0057054,Sampson Avenue and Fifth Avenue
0057055,Third Avenue and Dock Street
0057056,"Sampson Avenue at Main Street, Eleventh Avenue and Dock Street"
0057057,Edge Street and Eleventh Avenue
0057060,Fourth Avenue
0057061,First Avenue and Center Street
0057062,Indian Trail and Cedar Place
0057064,Daisy Place and Indian Trail
0057065,Indian Trail and Elm Place
0057066,Fern Place and Indian Trail
0057067,Elm Place and Poplar Avenue
0057068,Poplar Avenue and Daisy Place
0057069,Indian Trail and Hazel Place
0057070,Fern Place and Poplar Avenue
0057071,Indian Trail
0057072,Sunset Trail and Oak Avenue
0057073,Magnolia Place and Plaza Place
0057074,Sunset Trail and Meagher Avenue
0057075,Plaza Place at Poplar Avenue and Meagher Avenue
0057076,Acorn Place and Indian Trail
0057077,Acorn Place and Magnolia Place
0057078,Plaza Place and Holly Place
0057079,Beech Place and Indian Trail
0057080,Poplar Avenue and Acorn Place
0057081,Pennyfield Avenue and Plaza Place
0057082,Hatting Place and Pennyfield Avenue
0057083,Poplar Avenue and Beech Place
0057084,Glennon Place and Pennyfield Avenue
0057085,Cedar Place and Poplar Avenue
0057086,Acorn Place and Holly Place
0057087,Giegerich Place and Pennyfield Avenue
0057088,Tierney Place and Pennyfield Avenue
0057090,Glennon Place
0057091,Aster Place and Meagher Avenue
0057092,Balsam Place and Meagher Avenue
0057093,Harding Avenue and Pennyfield Avenue
0057094,Chaffee Avenue and Meagher Avenue
0057095,Chaffee Avenue and Meagher Avenue
0057096,Mullen Place at Schurz Avenue and Pennyfield Avenue
0057097,Harding Avenue and Prentiss Avenue
0057098,Chaffee Avenue and Pennyfield Avenue
0057099,Prentiss Avenue and Mullen Place
0057100,Chaffee Avenue
0057101,Mullen Place
0057102,Reynolds Avenue and Harding Avenue
0057104,Reynolds Avenue
0057105,Hatting Place
0057108,Throgs Neck Exwy Service Road and Reynolds Avenue
0057109,Cross Bx Exwy Wb Exit 9 and East 177th Street
0057112,Throgs Neck Exwy Service Road at Cross Bx Exwy Nb En Blair Avenue and Blair Avenue
0057113,Throgs Neck Br En Harding Avenue at Harding Avenue and East 177th Street
0057114,Cross Bx Exwy Wb Exit 9 and East 177th Street
0057115,Throgs Neck Exwy Service Road and Longstreet Avenue
0057116,Washington Avenue at Wissman Avenue and Reynolds Avenue
0057117,Reynolds Avenue and Miles Avenue
0057118,Eleventh Avenue
0057120,Miles Avenue and Washington Avenue
0057121,Ninth Avenue
0057122,Miles Avenue and Blair Avenue
0057123,Seventh Avenue
0057124,Wissman Avenue and Blair Avenue
0057125,Blair Avenue
0057126,Harding Avenue
0057127,Fifth Avenue
0057128,Miles Avenue and Longstreet Avenue
0057129,Third Avenue and Alden Park
0057130,Alden Park and Stevens Place
0057131,Wissman Avenue and Longstreet Avenue
0057132,Stevens Place at Miles Avenue and Pennyfield Camp
0057133,Stevens Place and Harding Avenue
0057134,Alden Park and First Avenue
0057138,Wissman Avenue
0057141,Sound View Street and Harding Avenue
0057144,Pennyfield Camp
0057145,Edge Street and Ninth Avenue
0057147,Main Street and Center Street
0057150,Center Street and Fourth Avenue
0057151,Center Street and Third Avenue
0057152,Second Avenue and Center Street
0057153,Main Street and Seventh Avenue
0057155,Seventh Avenue and Edge Street
0057158,Fifth Avenue and Edge Street
0057159,Main Street and Fifth Avenue
0057160,Fourth Avenue and Main Street
0057162,Third Avenue and Main Street
0057163,Third Avenue and Edge Street
0057165,First Avenue and Edge Street
0057166,First Avenue and Main Street
0057167,Sound View Street and Main Street
0057174,Geranium Place and Poplar Avenue
0057177,Sound View Terrace and Geranium Place
0057178,Pennyfield Avenue and Elm Place
0057179,Fearn Place and Pennyfield Avenue
0057180,Indian Trail
0057183,Sound View Terrace and Hazel Place
0057184,Pennyfield Avenue and Fern Place
0057185,Eger Place and Pennyfield Avenue
0057191,Casler Place and Pennyfield Avenue
0057192,Dare Place and Pennyfield Avenue
0057193,Pennyfield Avenue and Geranium Place
0057196,Alan Place at Sound View Terrace and Pennyfield Avenue
0057197,Pennyfield Avenue and Bevy Place
0057202,Alan Place
0057203,Dare Place
0057210,Pennyfield Avenue and Cedar Place
0057211,Tierney Place
0057212,Mitchell Place and Pennyfield Avenue
0057213,Giegerich Place
0057217,Mitchell Place
0057219,Fearn Place
0057221,Eger Place
0057227,Longstreet Avenue and Giegerich Place
0057228,Tierney Place and Longstreet Avenue
0057233,Chaffee Avenue and Longstreet Avenue
0057234,Hatting Place and Longstreet Avenue
0057235,Longstreet Avenue and Glennon Place
0057237,Locust Point Drive at Hatting Place and Chaffee Avenue
0057240,Longstreet Avenue and East 177th Street
0057254,Shepard Avenue and Erben Avenue
0057256,Pennyfield Avenue and Erben Avenue
0057258,Shepard Avenue and Erben Avenue
0057260,Erben Avenue
0057264,Longstreet Avenue
0057267,Locust Point Drive and Glennon Place
0057268,Locust Point Drive and Giegerich Place
0057270,Unnamed Street at Tierney Place and Locust Point Drive
0057292,Lafayette Avenue and East 177th Street
0057299,Balcom Avenue and Bruckner Boulevard Wb
0057303,Bruckner Boulevard Eb and Balcom Avenue
0057306,Bruckner Boulevard Eb and Huntington Avenue
0057307,Barkley Avenue and Balcom Avenue
0057308,Bruckner Boulevard Eb and Brinsmade Avenue
0057309,Barkley Avenue and Huntington Avenue
0057310,Balcom Avenue and Gifford Avenue
0057312,Swinton Avenue and Gifford Avenue
0057313,Swinton Avenue
0057315,Bruckner Boulevard Eb and Swinton Avenue
0057324,East Tremont Avenue at Whittemore Avenue and Puritan Avenue
0057325,East Tremont Avenue and La Salle Avenue
0057327,East Tremont Avenue and Waterbury Avenue
0057328,La Salle Avenue and Puritan Avenue
0057329,Mayflower Avenue and Coddington Avenue
0057330,Puritan Avenue and Waterbury Avenue
0057331,Mayflower Avenue and La Salle Avenue
0057332,Waterbury Avenue and Mayflower Avenue
0057333,La Salle Avenue and Bradford Avenue
0057334,Waterbury Avenue and Bradford Avenue
0057335,La Salle Avenue and Edison Avenue
0057336,Mayflower Avenue and Dudley Avenue
0057337,Mayflower Avenue and Harrington Avenue
0057338,George Street
0057339,Dudley Avenue and George Street
0057340,Edison Avenue and Dudley Avenue
0057341,Wellman Avenue and Edison Avenue
0057342,Edison Avenue and Harrington Avenue
0057343,Wellman Avenue and Cornell Place
0057344,Cornell Place and Dudley Avenue
0057345,Edison Avenue and Coddington Avenue
0057346,Harrington Avenue and Cornell Place
0057347,Dudley Avenue and Wellman Avenue
0057348,Middletown Road and Pilgrim Avenue
0057349,Zulette Avenue and Edison Avenue
0057350,Edison Avenue and Roebling Avenue
0057351,Edison Avenue and Middletown Road
0057353,Plymouth Avenue and Zulette Avenue
0057354,Plymouth Avenue and Middletown Road
0057355,Plymouth Avenue and Daniel Street
0057356,Middletown Road and Gillespie Avenue
0057357,Roberts Avenue at Westchester Avenue and Mayflower Avenue
0057359,Roberts Avenue and Pilgrim Avenue
0057360,Westchester Avenue and Pilgrim Avenue
0057361,Roberts Avenue and Edison Avenue
0057364,Roberts Avenue and Plymouth Avenue
0057365,Roberts Avenue and Crosby Avenue
0057366,Buhre Avenue and Mayflower Avenue
0057367,St. Theresa Avenue and Mayflower Avenue
0057368,Buhre Avenue and Pilgrim Avenue
0057369,St. Theresa Avenue and Pilgrim Avenue
0057370,"Westchester Avenue at Edison Avenue, Buhre Avenue and Crosby Avenue"
0057371,St. Theresa Avenue and Edison Avenue
0057372,Westchester Avenue and Hobart Avenue
0057373,Hobart Avenue and Buhre Avenue
0057374,St. Theresa Avenue and Hobart Avenue
0057375,Wilkinson Avenue and Mayflower Avenue
0057376,East 194th Street and Mayflower Avenue
0057377,Pilgrim Avenue and Santo Donato Place
0057378,Wilkinson Avenue and Pilgrim Avenue
0057379,Santo Donato Place and Edison Avenue
0057380,Wilkinson Avenue and Edison Avenue
0057381,Wilkinson Avenue and Hobart Avenue
0057383,Balcom Avenue at Lafayette Avenue and Cross Bx Service Road North
0057384,Lafayette Avenue and Huntington Avenue
0057385,Brinsmade Avenue and Lafayette Avenue
0057386,Brinsmade Avenue
0057388,Brinsmade Avenue and Cross Bx Service Road North
0057390,Cross Bx Service Road North and Philip Avenue
0057391,Brinsmade Avenue and Barkley Avenue
0057392,Swinton Avenue and Barkley Avenue
0057393,Quincy Avenue and Barkley Avenue
0057394,Swinton Avenue and Lafayette Avenue
0057395,Calhoun Avenue and Barkley Avenue
0057396,Quincy Avenue and Lafayette Avenue
0057397,Quincy Avenue and Bruckner Boulevard Wb
0057398,Quincy Avenue
0057399,Bruckner Boulevard Eb and Quincy Avenue
0057400,Calhoun Avenue
0057403,Bruckner Boulevard Wb and Calhoun Avenue
0057404,Bruckner Boulevard Eb and Calhoun Avenue
0057405,Revere Avenue and Bruckner Boulevard Wb
0057406,Revere Avenue
0057407,Bruckner Boulevard Eb and Revere Avenue
0057408,East Tremont Avenue and Bruckner Boulevard Wb
0057410,East Tremont Avenue and Bruckner Boulevard Eb
0057411,East Tremont Avenue and Otis Avenue
0057412,East Tremont Avenue and Mayflower Avenue
0057413,East Tremont Avenue and Baisley Avenue
0057414,Bradford Avenue and Baisley Avenue
0057416,East Tremont Avenue and Haskin Street
0057417,East Tremont Avenue and Meyers Street
0057418,Edison Avenue and Baisley Avenue
0057419,B Street and Baisley Avenue
0057420,Meyers Street
0057421,Edison Avenue and Haskin Street
0057422,B Street
0057424,Paine Street and Bradford Avenue
0057425,Waterbury Avenue and Edison Avenue
0057426,Edison Avenue and Paine Street
0057427,Waterbury Avenue and Gillespie Avenue
0057428,Waterbury Avenue and Crosby Avenue
0057429,Crosby Avenue and Paine Street
0057430,Waterbury Avenue and Hobart Avenue
0057431,Crosby Avenue and Baisley Avenue
0057432,Gillespie Avenue and Harrington Avenue
0057433,Gillespie Avenue and Dudley Avenue
0057434,Gillespie Avenue and Coddington Avenue
0057435,Gillespie Avenue and La Salle Avenue
0057436,Coddington Avenue and Crosby Avenue
0057437,Crosby Avenue and La Salle Avenue
0057438,La Salle Avenue and Crosby Avenue
0057439,Coddington Avenue and Hobart Avenue
0057440,La Salle Avenue and Hobart Avenue
0057441,Merry Avenue and Coddington Avenue
0057442,Merry Avenue and La Salle Avenue
0057443,Zulette Avenue and Gillespie Avenue
0057444,Crosby Avenue and Middletown Road
0057445,Zulette Avenue at Dudley Avenue and Crosby Avenue
0057446,Crosby Avenue and Merry Avenue
0057447,Middletown Road and Hollywood Avenue
0057449,Middletown Road and Hobart Avenue
0057450,Zulette Avenue and Hobart Avenue
0057451,Zulette Avenue and Merry Avenue
0057452,Middletown Road and Jarvis Avenue
0057453,Middletown Road and Jarvis Avenue
0057455,Zulette Avenue and Hollywood Avenue
0057456,Jarvis Avenue and Zulette Avenue
0057457,Crosby Avenue and Daniel Street
0057458,Roberts Avenue and Hobart Avenue
0057459,Roberts Avenue and Jarvis Avenue
0057460,Roberts Avenue and Mahan Avenue
0057461,Waterstone Drive at Middletown Road and Mahan Avenue
0057462,Roberts Avenue and Parkview Avenue
0057463,Westchester Avenue and Hobart Avenue
0057464,Buhre Avenue and Jarvis Avenue
0057466,"Willow Lane at Westchester Avenue, St. Theresa Avenue and Mahan Avenue"
0057467,Mahan Avenue and Buhre Avenue
0057468,Willow Lane and Parkview Avenue
0057469,Willow Lane
0057470,Parkview Avenue and Buhre Avenue
0057471,Willow Lane at Buhre Avenue and Bruckner Boulevard Wb
0057474,East 194th Street and Hobart Avenue
0057475,Westchester Avenue and Arnow Place
0057476,Sands Place and Westchester Avenue
0057477,Westchester Avenue and Wilkinson Avenue
0057479,Continental Avenue and East 194th Street
0057480,Wilkinson Avenue at Westchester Avenue and Continental Avenue
0057481,Sands Place and Schuyler Place
0057482,Schuyler Place and Arnow Place
0057483,St. Paul Avenue and Westchester Avenue
0057484,Westchester Avenue and Colonial Avenue
0057485,Bruckner Boulevard Wb and Arnow Place
0057486,Bruckner Boulevard Wb and Sands Place
0057487,Swinton Avenue and Philip Avenue
0057488,Swinton Avenue and Cross Bx Service Road North
0057489,Quincy Avenue and Philip Avenue
0057490,Cross Bx Service Road North and Cross Bx Exwy Nb En Randall Avenue
0057491,Calhoun Avenue and Philip Avenue
0057492,Revere Avenue and Philip Avenue
0057493,Revere Avenue and Barkley Avenue
0057494,Calhoun Avenue and Lafayette Avenue
0057495,Revere Avenue and Lafayette Avenue
0057496,Sommer Place and East Tremont Avenue
0057497,East Tremont Avenue and Lafayette Avenue
0057498,Sullivan Place and East Tremont Avenue
0057499,Scott Place and East Tremont Avenue
0057500,Lafayette Avenue and Edison Avenue
0057501,East Tremont Avenue and Greene Place
0057502,East Tremont Avenue and Barkley Avenue
0057503,Edison Avenue and Otis Avenue
0057504,Edison Avenue and Greene Place
0057505,Logan Avenue and Otis Avenue
0057506,Barkley Avenue and Edison Avenue
0057507,Edison Avenue and Sommer Place
0057508,Logan Avenue and Barkley Avenue
0057509,Edison Avenue and Bruckner Boulevard Wb
0057511,Bruckner Boulevard Eb and Edison Avenue
0057512,Hobart Avenue
0057513,Bruckner Boulevard Eb and Logan Avenue
0057515,Bruckner Boulevard Wb at Logan Avenue and Crosby Avenue
0057516,Bruckner Boulevard Wb
0057517,Bruckner Boulevard Eb and Hollywood Avenue
0057519,Otis Avenue and Hollywood Avenue
0057523,Hobart Avenue and Baisley Avenue
0057524,Waterbury Avenue and Hollywood Avenue
0057525,Baisley Avenue and Hobart Avenue
0057526,Hollywood Avenue at Bruckner Boulevard Wb and Baisley Avenue
0057527,Bruckner Boulevard Wb and Baisley Avenue
0057529,Bruckner Boulevard Wb and Waterbury Avenue
0057533,Kearney Avenue and Bruckner Boulevard Eb
0057534,Waterbury Avenue at Kearney Avenue and Mc Donough Place
0057536,Baisley Avenue and Fairfax Avenue
0057537,Waterbury Avenue and Fairfax Avenue
0057538,La Salle Avenue and Hollywood Avenue
0057539,Hollywood Avenue and Coddington Avenue
0057540,Bruckner Boulevard Wb and Coddington Avenue
0057541,Bruckner Boulevard Wb and La Salle Avenue
0057544,Rawlins Avenue and Mc Donough Place
0057545,Mc Donough Place and Connell Place
0057547,Kearney Avenue and Connell Place
0057548,Rawlins Avenue and Kearney Avenue
0057551,Country Club Road at Bruckner Boulevard Wb and Jarvis Avenue
0057552,Mc Donough Place and Country Club Road
0057553,Mc Donough Place and Dwight Place
0057554,Griswold Avenue and Mc Donough Place
0057555,Country Club Road and Kearney Avenue
0057556,Robertson Place and Country Club Road
0057557,Spencer Drive at Griswold Avenue and Dwight Place
0057558,Bruckner Boulevard Wb and Roberts Avenue
0057559,Middletown Road and Parkview Avenue
0057562,Bruckner Boulevard Wb and Middletown Road
0057567,Middletown Road and Bruckner Boulevard Eb
0057568,Mc Donough Place and Bruckner Boulevard Eb
0057569,Middletown Road and Mc Donough Place
0057570,Middletown Road and Ampere Avenue
0057571,Ampere Avenue and Dwight Place
0057572,Middletown Road and Dwight Place
0057573,Bruckner Boulevard Eb and Bruckner Exwy Eb En Middletown R
